District,Grade,Year,Category,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
30,6,2014-15,All Students,626119,25338,600781,96.0,3541,340,9.6
30,6,2015-16,All Students,573667,23005,550662,96.0,3323,300,9.0
30,6,2016-17,All Students,604011,26026,577985,95.7,3522,350,9.9
30,6,2017-18,All Students,594027,27516,566511,95.4,3433,412,12.0
30,6,2018-19,All Students,609282,27938,581344,95.4,3518,420,11.9
30,7,2013-14,All Students,582777,28939,553838,95.0,3340,420,12.6
30,7,2014-15,All Students,583991,25092,558899,95.7,3310,338,10.2
30,7,2015-16,All Students,591959,25350,566609,95.7,3419,375,11.0
30,7,2016-17,All Students,546386,24756,521630,95.5,3178,362,11.4
30,7,2017-18,All Students,575887,26325,549562,95.4,3319,390,11.8
30,7,2018-19,All Students,560304,25598,534706,95.4,3236,406,12.5
30,8,2013-14,All Students,591055,35978,555077,93.9,3365,498,14.8
30,8,2014-15,All Students,587926,32279,555647,94.5,3315,469,14.1
30,8,2015-16,All Students,565669,31542,534127,94.4,3249,489,15.1
30,8,2016-17,All Students,585413,30896,554517,94.7,3403,464,13.6
30,8,2017-18,All Students,554724,31158,523566,94.4,3185,482,15.1
30,8,2018-19,All Students,576860,33599,543261,94.2,3311,563,17.0
30,9,2013-14,All Students,447210,59131,388079,86.8,2874,885,30.8
30,9,2014-15,All Students,470266,60284,409982,87.2,2987,901,30.2
30,9,2015-16,All Students,453982,56944,397038,87.5,2954,871,29.5
30,9,2016-17,All Students,479252,52279,426973,89.1,3138,845,26.9
30,9,2017-18,All Students,478393,54768,423625,88.6,3070,864,28.1
30,9,2018-19,All Students,468361,53061,415300,88.7,2966,820,27.6
30,10,2013-14,All Students,429535,54573,374962,87.3,2800,877,31.3
30,10,2014-15,All Students,447281,47073,400208,89.5,2838,765,27.0
30,10,2015-16,All Students,427766,39876,387890,90.7,2772,678,24.5
30,10,2016-17,All Students,418980,39957,379023,90.5,2757,710,25.8
30,10,2017-18,All Students,450892,45297,405595,90.0,2903,802,27.6
30,10,2018-19,All Students,439788,42064,397724,90.4,2796,745,26.6
30,11,2013-14,All Students,341749,33884,307865,90.1,2125,571,26.9
30,11,2014-15,All Students,322673,26342,296331,91.8,1967,432,22.0
30,11,2015-16,All Students,344669,23904,320765,93.1,2141,382,17.8
30,11,2016-17,All Students,342876,25781,317095,92.5,2144,428,20.0
30,11,2017-18,All Students,355243,29429,325814,91.7,2226,508,22.8
30,11,2018-19,All Students,377544,28413,349131,92.5,2325,489,21.0
30,12,2013-14,All Students,380065,48391,331674,87.3,2393,908,37.9
30,12,2014-15,All Students,352899,42583,310316,87.9,2196,821,37.4
30,12,2015-16,All Students,327828,37394,290434,88.6,2075,685,33.0
30,12,2016-17,All Students,348200,39345,308855,88.7,2200,758,34.5
30,12,2017-18,All Students,366682,42137,324545,88.5,2308,828,35.9
30,12,2018-19,All Students,385201,44594,340607,88.4,2382,879,36.9
31,All Grades,2013-14,All Students,10391482,846276,9545206,91.9,61196,14770,24.1
31,All Grades,2014-15,All Students,10561213,790016,9771197,92.5,61365,13379,21.8
31,All Grades,2015-16,All Students,10403778,783802,9619976,92.5,61489,13408,21.8
31,All Grades,2016-17,All Students,10324000,812639,9511361,92.1,61731,14399,23.3
31,All Grades,2017-18,All Students,10391268,844260,9547008,91.9,61572,15146,24.6
31,All Grades,2018-19,All Students,10382671,795789,9586882,92.3,61090,14082,23.1
31,PK in K-12 Schools,2013-14,All Students,263572,28425,235147,89.2,1582,651,41.2
31,PK in K-12 Schools,2014-15,All Students,302510,32170,270340,89.4,1778,729,41.0
31,PK in K-12 Schools,2015-16,All Students,295455,27510,267945,90.7,1750,607,34.7
31,PK in K-12 Schools,2016-17,All Students,286777,24931,261846,91.3,1713,530,30.9
31,PK in K-12 Schools,2017-18,All Students,291584,29104,262480,90.0,1736,668,38.5
31,PK in K-12 Schools,2018-19,All Students,305321,28904,276417,90.5,1808,651,36.0
31,0K,2013-14,All Students,837704,68474,769230,91.8,4849,1329,27.4
31,0K,2014-15,All Students,836880,63534,773346,92.4,4791,1179,24.6
31,0K,2015-16,All Students,806072,61199,744873,92.4,4706,1224,26.0
31,0K,2016-17,All Students,798961,63009,735952,92.1,4708,1250,26.6
31,0K,2017-18,All Students,786630,63197,723433,92.0,4603,1301,28.3
31,0K,2018-19,All Students,760494,59602,700892,92.2,4425,1200,27.1
31,1,2013-14,All Students,862360,62781,799579,92.7,4986,1121,22.5
31,1,2014-15,All Students,872723,57460,815263,93.4,4970,991,19.9
31,1,2015-16,All Students,837942,54423,783519,93.5,4869,981,20.1
31,1,2016-17,All Students,823397,57558,765839,93.0,4844,1056,21.8
31,1,2017-18,All Students,818715,59266,759449,92.8,4753,1120,23.6
31,1,2018-19,All Students,805948,54794,751154,93.2,4663,1016,21.8
31,2,2013-14,All Students,833183,57465,775718,93.1,4772,964,20.2
31,2,2014-15,All Students,853591,52283,801308,93.9,4831,832,17.2
31,2,2015-16,All Students,846168,49707,796461,94.1,4891,850,17.4
31,2,2016-17,All Students,824008,52080,771928,93.7,4809,872,18.1
31,2,2017-18,All Students,829763,57283,772480,93.1,4802,1073,22.3
31,2,2018-19,All Students,812893,52184,760709,93.6,4685,928,19.8
31,3,2013-14,All Students,806615,50709,755906,93.7,4624,805,17.4
31,3,2014-15,All Students,838967,48364,790603,94.2,4742,742,15.6
31,3,2015-16,All Students,835352,46876,788476,94.4,4823,798,16.5
31,3,2016-17,All Students,827610,48809,778801,94.1,4846,858,17.7
31,3,2017-18,All Students,819441,53078,766363,93.5,4744,955,20.1
31,3,2018-19,All Students,813260,50555,762705,93.8,4708,907,19.3
31,4,2013-14,All Students,810328,52129,758199,93.6,4624,896,19.4
31,4,2014-15,All Students,812193,44195,767998,94.6,4586,676,14.7
31,4,2015-16,All Students,825825,45815,780010,94.5,4760,763,16.0
31,4,2016-17,All Students,827365,49099,778266,94.1,4819,844,17.5
31,4,2017-18,All Students,830697,52366,778331,93.7,4805,951,19.8
31,4,2018-19,All Students,811834,48095,763739,94.1,4665,853,18.3
31,5,2013-14,All Students,843973,54076,789897,93.6,4784,873,18.2
31,5,2014-15,All Students,818531,45037,773494,94.5,4611,672,14.6
31,5,2015-16,All Students,799944,42345,757599,94.7,4593,689,15.0
31,5,2016-17,All Students,811618,46793,764825,94.2,4706,779,16.6
31,5,2017-18,All Students,827819,51191,776628,93.8,4762,900,18.9
31,5,2018-19,All Students,823563,48301,775262,94.1,4707,854,18.1
31,6,2013-14,All Students,755772,49046,706726,93.5,4351,853,19.6
31,6,2014-15,All Students,779159,46986,732173,94.0,4398,787,17.9
31,6,2015-16,All Students,747635,43319,704316,94.2,4306,736,17.1
31,6,2016-17,All Students,743776,46026,697750,93.8,4333,819,18.9
31,6,2017-18,All Students,776760,52551,724209,93.2,4472,966,21.6
31,6,2018-19,All Students,778904,48978,729926,93.7,4481,851,19.0
31,7,2013-14,All Students,729031,53928,675103,92.6,4183,959,22.9
31,7,2014-15,All Students,775157,49426,725731,93.6,4383,772,17.6
31,7,2015-16,All Students,767741,49189,718552,93.6,4407,853,19.4
31,7,2016-17,All Students,737623,49365,688258,93.3,4298,936,21.8
31,7,2017-18,All Students,754204,54542,699662,92.8,4334,1012,23.4
31,7,2018-19,All Students,778340,52866,725474,93.2,4461,990,22.2
31,8,2013-14,All Students,763752,61714,702038,91.9,4360,1143,26.2
31,8,2014-15,All Students,745433,57375,688058,92.3,4200,1013,24.1
31,8,2015-16,All Students,768660,56473,712187,92.7,4398,954,21.7
31,8,2016-17,All Students,770182,61210,708972,92.1,4463,1151,25.8
31,8,2017-18,All Students,748287,61192,687095,91.8,4285,1180,27.5
31,8,2018-19,All Students,745127,59335,685792,92.0,4270,1099,25.7
31,9,2013-14,All Students,907859,119289,788570,86.9,5723,1773,31.0
31,9,2014-15,All Students,839378,101650,737728,87.9,5221,1432,27.4
31,9,2015-16,All Students,806271,105093,701178,87.0,5087,1449,28.5
31,9,2016-17,All Students,831627,111474,720153,86.6,5308,1559,29.4
31,9,2017-18,All Students,807919,95637,712282,88.2,5105,1357,26.6
31,9,2018-19,All Students,787712,78487,709225,90.0,4877,1139,23.4
31,10,2013-14,All Students,741081,72146,668935,90.3,4682,1241,26.5
31,10,2014-15,All Students,808318,78958,729360,90.2,5039,1400,27.8
31,10,2015-16,All Students,772843,79487,693356,89.7,4864,1276,26.2
31,10,2016-17,All Students,739955,75690,664265,89.8,4722,1324,28.0
31,10,2017-18,All Students,780705,80264,700441,89.7,4954,1321,26.7
31,10,2018-19,All Students,788606,77558,711048,90.2,4927,1267,25.7
31,11,2013-14,All Students,638905,56197,582708,91.2,3965,972,24.5
31,11,2014-15,All Students,669978,51595,618383,92.3,4096,917,22.4
31,11,2015-16,All Students,683257,57930,625327,91.5,4231,965,22.8
31,11,2016-17,All Students,675381,56907,618474,91.6,4232,983,23.2
31,11,2017-18,All Students,675933,60724,615209,91.0,4212,969,23.0
31,11,2018-19,All Students,738965,61336,677629,91.7,4528,952,21.0
31,12,2013-14,All Students,597347,59897,537450,90.0,3711,1190,32.1
31,12,2014-15,All Students,608395,60983,547412,90.0,3719,1237,33.3
31,12,2015-16,All Students,610613,64436,546177,89.4,3804,1263,33.2
31,12,2016-17,All Students,625720,69688,556032,88.9,3930,1438,36.6
31,12,2017-18,All Students,642651,73760,568891,88.5,4004,1372,34.3
31,12,2018-19,All Students,631704,74794,556910,88.2,3885,1375,35.4
32,All Grades,2013-14,All Students,2410530,237524,2173006,90.1,14368,4718,32.8
32,All Grades,2014-15,All Students,2307271,213663,2093608,90.7,13577,4133,30.4
32,All Grades,2015-16,All Students,2120063,187156,1932907,91.2,12754,3818,29.9
32,All Grades,2016-17,All Students,1963792,176478,1787314,91.0,11920,3532,29.6
32,All Grades,2017-18,All Students,1879462,177751,1701711,90.5,11279,3566,31.6
32,All Grades,2018-19,All Students,1797002,164241,1632761,90.9,10902,3287,30.2
32,PK in K-12 Schools,2013-14,All Students,71270,8237,63033,88.4,426,195,45.8
32,PK in K-12 Schools,2014-15,All Students,76306,9064,67242,88.1,457,218,47.7
32,PK in K-12 Schools,2015-16,All Students,63503,7081,56422,88.8,395,178,45.1
32,PK in K-12 Schools,2016-17,All Students,55911,5741,50170,89.7,354,136,38.4
32,PK in K-12 Schools,2017-18,All Students,55848,5921,49927,89.4,345,152,44.1
32,PK in K-12 Schools,2018-19,All Students,52058,5354,46704,89.7,328,145,44.2
32,0K,2013-14,All Students,196059,18590,177469,90.5,1162,422,36.3
32,0K,2014-15,All Students,180105,16395,163710,90.9,1060,358,33.8
32,0K,2015-16,All Students,163989,14554,149435,91.1,985,336,34.1
32,0K,2016-17,All Students,134476,11958,122518,91.1,819,279,34.1
32,0K,2017-18,All Students,122130,11045,111085,91.0,736,249,33.8
32,0K,2018-19,All Students,114248,10117,104131,91.1,694,237,34.1
32,1,2013-14,All Students,216136,17915,198221,91.7,1277,393,30.8
32,1,2014-15,All Students,191019,14496,176523,92.4,1110,309,27.8
32,1,2015-16,All Students,173553,13360,160193,92.3,1038,301,29.0
32,1,2016-17,All Students,156218,12823,143395,91.8,945,283,29.9
32,1,2017-18,All Students,133789,10821,122968,91.9,791,257,32.5
32,1,2018-19,All Students,120982,9741,111241,91.9,731,216,29.5
32,2,2013-14,All Students,213849,16883,196966,92.1,1257,343,27.3
32,2,2014-15,All Students,202668,15314,187354,92.4,1170,310,26.5
32,2,2015-16,All Students,174671,11584,163087,93.4,1032,244,23.6
32,2,2016-17,All Students,161267,11198,150069,93.1,962,225,23.4
32,2,2017-18,All Students,151099,11563,139536,92.3,895,241,26.9
32,2,2018-19,All Students,125333,9455,115878,92.5,754,203,26.9
32,3,2013-14,All Students,206603,14638,191965,92.9,1207,287,23.8
32,3,2014-15,All Students,197817,13139,184678,93.4,1141,249,21.8
32,3,2015-16,All Students,182519,11616,170903,93.6,1073,240,22.4
32,3,2016-17,All Students,168125,11448,156677,93.2,1000,242,24.2
32,3,2017-18,All Students,151118,10454,140664,93.1,891,204,22.9
32,3,2018-19,All Students,145157,9884,135273,93.2,867,196,22.6
32,4,2013-14,All Students,209567,14744,194823,93.0,1215,280,23.0
32,4,2014-15,All Students,197155,12726,184429,93.5,1133,270,23.8
32,4,2015-16,All Students,180610,10656,169954,94.1,1050,214,20.4
32,4,2016-17,All Students,167446,10583,156863,93.7,987,215,21.8
32,4,2017-18,All Students,160785,11087,149698,93.1,934,224,24.0
32,4,2018-19,All Students,147059,9414,137645,93.6,881,182,20.7
32,5,2013-14,All Students,205220,13401,191819,93.5,1174,250,21.3
32,5,2014-15,All Students,199219,12307,186912,93.8,1140,225,19.7
32,5,2015-16,All Students,187187,11195,175992,94.0,1086,220,20.3
32,5,2016-17,All Students,172399,10416,161983,94.0,1018,211,20.7
32,5,2017-18,All Students,165714,10884,154830,93.4,957,223,23.3
32,5,2018-19,All Students,161214,10425,150789,93.5,943,202,21.4
32,6,2013-14,All Students,219596,15386,204210,93.0,1272,287,22.6
32,6,2014-15,All Students,205057,12421,192636,93.9,1158,217,18.7
32,6,2015-16,All Students,197264,11068,186196,94.4,1152,210,18.2
32,6,2016-17,All Students,194617,11105,183512,94.3,1141,206,18.1
32,6,2017-18,All Students,178856,10750,168106,94.0,1041,203,19.5
32,6,2018-19,All Students,185091,11802,173289,93.6,1091,235,21.5
32,7,2013-14,All Students,229384,18021,211363,92.1,1319,324,24.6
32,7,2014-15,All Students,217298,14841,202457,93.2,1233,266,21.6
32,7,2015-16,All Students,194421,12055,182366,93.8,1131,234,20.7
32,7,2016-17,All Students,189348,12140,177208,93.6,1109,215,19.4
32,7,2017-18,All Students,191618,12466,179152,93.5,1113,244,21.9
32,7,2018-19,All Students,176830,11367,165463,93.6,1028,217,21.1
32,8,2013-14,All Students,226608,21656,204952,90.4,1295,388,30.0
32,8,2014-15,All Students,224754,18408,206346,91.8,1266,313,24.7
32,8,2015-16,All Students,209635,14023,195612,93.3,1214,258,21.3
32,8,2016-17,All Students,185974,12496,173478,93.3,1094,224,20.5
32,8,2017-18,All Students,187229,13776,173453,92.6,1078,254,23.6
32,8,2018-19,All Students,187806,14201,173605,92.4,1093,251,23.0
32,9,2013-14,All Students,104406,16029,88377,84.6,673,300,44.6
32,9,2014-15,All Students,106827,14324,92503,86.6,684,249,36.4
32,9,2015-16,All Students,91359,13723,77636,85.0,604,268,44.4
32,9,2016-17,All Students,91944,13100,78844,85.8,606,256,42.2
32,9,2017-18,All Students,90299,13341,76958,85.2,594,243,40.9
32,9,2018-19,All Students,98906,11748,87158,88.1,674,241,35.8
32,10,2013-14,All Students,130558,28023,102535,78.5,895,568,63.5
32,10,2014-15,All Students,127911,26993,100918,78.9,862,503,58.4
32,10,2015-16,All Students,123877,24518,99359,80.2,844,473,56.0
32,10,2016-17,All Students,112840,23835,89005,78.9,759,443,58.4
32,10,2017-18,All Students,96309,16726,79583,82.6,642,328,51.1
32,10,2018-19,All Students,97360,16216,81144,83.3,631,283,44.8
32,11,2013-14,All Students,85431,14373,71058,83.2,545,267,49.0
32,11,2014-15,All Students,86853,13496,73357,84.5,539,256,47.5
32,11,2015-16,All Students,84682,13402,71280,84.2,539,267,49.5
32,11,2016-17,All Students,86558,12042,74516,86.1,563,245,43.5
32,11,2017-18,All Students,88165,15958,72207,81.9,572,310,54.2
32,11,2018-19,All Students,90752,14586,76166,83.9,583,293,50.3
32,12,2013-14,All Students,95843,19628,76215,79.5,651,414,63.6
32,12,2014-15,All Students,94282,19739,74543,79.1,624,390,62.5
32,12,2015-16,All Students,92793,18321,74472,80.3,611,375,61.4
32,12,2016-17,All Students,86669,17593,69076,79.7,563,352,62.5
32,12,2017-18,All Students,106503,22959,83544,78.4,690,434,62.9
32,12,2018-19,All Students,94206,19931,74275,78.8,604,386,63.9
75,All Grades,2013-14,All Students,3786613,601855,3184758,84.1,22527,12265,54.4
75,All Grades,2014-15,All Students,3884203,575346,3308857,85.2,22740,11393,50.1
75,All Grades,2015-16,All Students,3898291,556820,3341471,85.7,23252,11393,49.0
75,All Grades,2016-17,All Students,3926870,570034,3356836,85.5,23653,11690,49.4
75,All Grades,2017-18,All Students,4057906,610618,3447288,85.0,24172,12644,52.3
75,All Grades,2018-19,All Students,4176594,631690,3544904,84.9,24859,12834,51.6
75,PK in K-12 Schools,2013-14,All Students,56067,8425,47642,85.0,347,218,62.8
75,PK in K-12 Schools,2014-15,All Students,57879,8399,49480,85.5,363,226,62.3
75,PK in K-12 Schools,2015-16,All Students,58223,7505,50718,87.1,356,191,53.7
75,PK in K-12 Schools,2016-17,All Students,58744,7509,51235,87.2,351,191,54.4
75,PK in K-12 Schools,2017-18,All Students,57321,7797,49524,86.4,348,197,56.6
75,PK in K-12 Schools,2018-19,All Students,69052,10730,58322,84.5,436,260,59.6
75,0K,2013-14,All Students,259533,37235,222298,85.7,1589,900,56.6
75,0K,2014-15,All Students,249615,31355,218260,87.4,1500,722,48.1
75,0K,2015-16,All Students,253486,31268,222218,87.7,1565,762,48.7
75,0K,2016-17,All Students,233868,30660,203208,86.9,1489,768,51.6
75,0K,2017-18,All Students,265242,36004,229238,86.4,1643,894,54.4
75,0K,2018-19,All Students,271703,36871,234832,86.4,1703,891,52.3
75,1,2013-14,All Students,275608,36346,239262,86.8,1611,820,50.9
75,1,2014-15,All Students,301814,37953,263861,87.4,1738,826,47.5
75,1,2015-16,All Students,285694,32910,252784,88.5,1691,752,44.5
75,1,2016-17,All Students,289569,35396,254173,87.8,1729,815,47.1
75,1,2017-18,All Students,282059,36879,245180,86.9,1678,864,51.5
75,1,2018-19,All Students,309303,40122,269181,87.0,1835,905,49.3
75,2,2013-14,All Students,269060,34280,234780,87.3,1564,780,49.9
75,2,2014-15,All Students,294240,34593,259647,88.2,1688,732,43.4
75,2,2015-16,All Students,312503,35393,277110,88.7,1822,803,44.1
75,2,2016-17,All Students,301094,35168,265926,88.3,1774,789,44.5
75,2,2017-18,All Students,307812,38708,269104,87.4,1808,897,49.6
75,2,2018-19,All Students,299781,37387,262394,87.5,1770,837,47.3
75,3,2013-14,All Students,267229,33573,233656,87.4,1560,757,48.5
75,3,2014-15,All Students,281178,32939,248239,88.3,1624,729,44.9
75,3,2015-16,All Students,301367,34009,267358,88.7,1767,742,42.0
75,3,2016-17,All Students,313660,37252,276408,88.1,1864,844,45.3
75,3,2017-18,All Students,312986,37739,275247,87.9,1837,842,45.8
75,3,2018-19,All Students,316747,39541,277206,87.5,1873,933,49.8
75,4,2013-14,All Students,260531,32260,228271,87.6,1522,733,48.2
75,4,2014-15,All Students,276589,32011,244578,88.4,1588,709,44.6
75,4,2015-16,All Students,280073,31527,248546,88.7,1648,730,44.3
75,4,2016-17,All Students,302016,34116,267900,88.7,1790,755,42.2
75,4,2017-18,All Students,320769,38576,282193,88.0,1880,904,48.1
75,4,2018-19,All Students,311655,37317,274338,88.0,1820,807,44.3
75,5,2013-14,All Students,264227,32382,231845,87.7,1532,715,46.7
75,5,2014-15,All Students,269241,30573,238668,88.6,1550,681,43.9
75,5,2015-16,All Students,273912,30866,243046,88.7,1589,709,44.6
75,5,2016-17,All Students,280332,33484,246848,88.1,1652,742,44.9
75,5,2017-18,All Students,306826,38273,268553,87.5,1782,838,47.0
75,5,2018-19,All Students,327600,40193,287407,87.7,1897,907,47.8
75,6,2013-14,All Students,249131,33707,215424,86.5,1467,772,52.6
75,6,2014-15,All Students,245668,32160,213508,86.9,1428,706,49.4
75,6,2015-16,All Students,245611,29212,216399,88.1,1448,655,45.2
75,6,2016-17,All Students,258867,32193,226674,87.6,1549,708,45.7
75,6,2017-18,All Students,263065,35145,227920,86.6,1562,795,50.9
75,6,2018-19,All Students,286312,38862,247450,86.4,1682,822,48.9
75,7,2013-14,All Students,242439,34576,207863,85.7,1433,735,51.3
