District,Grade,Year,Category,# Total Days,# Days Absent,# Days Present,% Attendance,# Contributing 20+ Total Days,# Chronically Absent,% Chronically Absent
15,0K,2016-17,All Students,552683,32180,520503,94.2,3282,527,16.1
15,0K,2017-18,All Students,552235,32767,519468,94.1,3236,547,16.9
15,0K,2018-19,All Students,538387,32200,506187,94.0,3151,537,17.0
15,1,2013-14,All Students,596795,31336,565459,94.7,3428,461,13.4
15,1,2014-15,All Students,591259,28365,562894,95.2,3362,377,11.2
15,1,2015-16,All Students,571847,27853,543994,95.1,3342,394,11.8
15,1,2016-17,All Students,557298,28176,529122,94.9,3279,417,12.7
15,1,2017-18,All Students,554097,27361,526736,95.1,3218,370,11.5
15,1,2018-19,All Students,542599,27960,514639,94.8,3148,429,13.6
15,2,2013-14,All Students,559199,25479,533720,95.4,3208,315,9.8
15,2,2014-15,All Students,590999,25394,565605,95.7,3351,303,9.0
15,2,2015-16,All Students,561766,24890,536876,95.6,3263,328,10.1
15,2,2016-17,All Students,548036,25837,522199,95.3,3214,342,10.6
15,2,2017-18,All Students,541846,26109,515737,95.2,3137,360,11.5
15,2,2018-19,All Students,534599,25241,509358,95.3,3099,366,11.8
15,3,2013-14,All Students,524095,23672,500423,95.5,2991,284,9.5
15,3,2014-15,All Students,545629,22071,523558,96.0,3092,270,8.7
15,3,2015-16,All Students,549464,21709,527755,96.0,3183,253,7.9
15,3,2016-17,All Students,542672,24605,518067,95.5,3183,331,10.4
15,3,2017-18,All Students,540374,23567,516807,95.6,3122,306,9.8
15,3,2018-19,All Students,517290,23510,493780,95.5,2984,328,11.0
15,4,2013-14,All Students,494772,19344,475428,96.1,2821,243,8.6
15,4,2014-15,All Students,514991,18396,496595,96.4,2911,202,6.9
15,4,2015-16,All Students,518040,17429,500611,96.6,2995,215,7.2
15,4,2016-17,All Students,531505,20357,511148,96.2,3095,263,8.5
15,4,2017-18,All Students,530429,20115,510314,96.2,3061,305,10.0
15,4,2018-19,All Students,522944,21308,501636,95.9,3014,264,8.8
15,5,2013-14,All Students,449920,19389,430531,95.7,2550,243,9.5
15,5,2014-15,All Students,488521,19067,469454,96.1,2733,218,8.0
15,5,2015-16,All Students,487050,18301,468749,96.2,2804,219,7.8
15,5,2016-17,All Students,494039,20022,474017,95.9,2859,269,9.4
15,5,2017-18,All Students,523942,22500,501442,95.7,2998,304,10.1
15,5,2018-19,All Students,512120,23591,488529,95.4,2925,336,11.5
15,6,2013-14,All Students,323784,15464,308320,95.2,1838,201,10.9
15,6,2014-15,All Students,321646,13687,307959,95.7,1805,179,9.9
15,6,2015-16,All Students,345420,13986,331434,96.0,1975,198,10.0
15,6,2016-17,All Students,353218,15473,337745,95.6,2060,221,10.7
15,6,2017-18,All Students,372398,16852,355546,95.5,2139,232,10.8
15,6,2018-19,All Students,416854,19636,397218,95.3,2396,279,11.6
15,7,2013-14,All Students,308274,15230,293044,95.1,1757,238,13.5
15,7,2014-15,All Students,318787,14038,304749,95.6,1783,185,10.4
15,7,2015-16,All Students,310035,12986,297049,95.8,1769,185,10.5
15,7,2016-17,All Students,338029,15238,322791,95.5,1961,240,12.2
15,7,2017-18,All Students,351905,16025,335880,95.4,2020,261,12.9
15,7,2018-19,All Students,362204,16560,345644,95.4,2080,247,11.9
15,8,2013-14,All Students,301392,21319,280073,92.9,1716,361,21.0
15,8,2014-15,All Students,308792,18878,289914,93.9,1730,263,15.2
15,8,2015-16,All Students,312545,18275,294270,94.2,1783,283,15.9
15,8,2016-17,All Students,303144,17821,285323,94.1,1753,277,15.8
15,8,2017-18,All Students,338530,21121,317409,93.8,1929,324,16.8
15,8,2018-19,All Students,347872,21164,326708,93.9,1987,342,17.2
15,9,2013-14,All Students,272889,32366,240523,88.1,1747,596,34.1
15,9,2014-15,All Students,276622,29935,246687,89.2,1725,523,30.3
15,9,2015-16,All Students,269993,32880,237113,87.8,1703,548,32.2
15,9,2016-17,All Students,273893,36076,237817,86.8,1784,615,34.5
15,9,2017-18,All Students,261871,32614,229257,87.5,1679,590,35.1
15,9,2018-19,All Students,275610,31859,243751,88.4,1764,584,33.1
15,10,2013-14,All Students,275549,41834,233715,84.8,1777,750,42.2
15,10,2014-15,All Students,280758,41448,239310,85.2,1792,727,40.6
15,10,2015-16,All Students,275553,42882,232671,84.4,1768,771,43.6
15,10,2016-17,All Students,266419,39615,226804,85.1,1746,682,39.1
15,10,2017-18,All Students,275475,46963,228512,83.0,1820,866,47.6
15,10,2018-19,All Students,294091,51887,242204,82.4,1921,904,47.1
15,11,2013-14,All Students,193419,27573,165846,85.7,1221,491,40.2
15,11,2014-15,All Students,215633,30070,185563,86.1,1338,527,39.4
15,11,2015-16,All Students,216227,30899,185328,85.7,1364,575,42.2
15,11,2016-17,All Students,227522,31612,195910,86.1,1450,567,39.1
15,11,2017-18,All Students,229593,31732,197861,86.2,1473,586,39.8
15,11,2018-19,All Students,224302,33237,191065,85.2,1416,592,41.8
15,12,2013-14,All Students,172103,32259,139844,81.3,1097,575,52.4
15,12,2014-15,All Students,200777,41516,159261,79.3,1256,681,54.2
15,12,2015-16,All Students,213855,40844,173011,80.9,1363,715,52.5
15,12,2016-17,All Students,206184,41129,165055,80.1,1342,774,57.7
15,12,2017-18,All Students,228702,45201,183501,80.2,1441,840,58.3
15,12,2018-19,All Students,230090,43072,187018,81.3,1445,790,54.7
16,All Grades,2013-14,All Students,1444911,184504,1260407,87.2,9014,3764,41.8
16,All Grades,2014-15,All Students,1330487,156127,1174360,88.3,8141,3268,40.1
16,All Grades,2015-16,All Students,1197791,142007,1055784,88.1,7491,2971,39.7
16,All Grades,2016-17,All Students,1123852,141131,982721,87.4,7140,3051,42.7
16,All Grades,2017-18,All Students,1080258,149957,930301,86.1,6792,3137,46.2
16,All Grades,2018-19,All Students,1063044,149692,913352,85.9,6604,3010,45.6
16,PK in K-12 Schools,2013-14,All Students,65753,7043,58710,89.3,404,175,43.3
16,PK in K-12 Schools,2014-15,All Students,67941,8343,59598,87.7,417,226,54.2
16,PK in K-12 Schools,2015-16,All Students,62147,7551,54596,87.8,404,197,48.8
16,PK in K-12 Schools,2016-17,All Students,67336,8558,58778,87.3,415,206,49.6
